#
# T1: Room temperature
# T2: Pot top (water phase)
# T3: Pot bottom (rice phase)
# 
# time	T1	T2	T3
#-----------------------------------------------
1319038119.55	23.40	23.05	20.24
1319038120.64	23.40	23.05	20.24
1319038121.73	23.40	23.05	20.24
1319038122.83	23.40	23.05	20.24
1319038123.94	23.40	23.05	20.24
1319038125.03	23.49	23.05	20.24
1319038126.12	23.40	23.05	20.24
1319038127.22	23.40	22.96	20.24
1319038128.31	23.40	23.05	20.24
1319038129.41	23.40	23.05	20.15
1319038130.50	23.40	23.05	20.24
1319038131.61	23.40	23.05	20.24
1319038132.70	23.40	23.05	20.24
1319038133.80	23.40	23.05	20.15
1319038134.89	23.40	23.05	20.15
1319038135.98	23.40	23.05	20.24
1319038137.08	23.40	23.05	20.24
1319038138.17	23.40	23.05	20.15
1319038139.28	23.40	23.05	20.15
1319038140.37	23.40	23.05	20.15
1319038141.47	23.40	23.05	20.15
1319038142.56	23.40	23.05	20.15
1319038143.66	23.40	23.05	20.15
1319038144.75	23.40	23.05	20.15
1319038145.84	23.40	23.05	20.15
1319038146.95	23.40	23.05	20.15
1319038148.05	23.40	22.96	20.15
1319038149.14	23.40	23.05	20.15
1319038150.23	23.40	23.05	20.15
1319038151.33	23.40	23.05	20.15
1319038152.42	23.40	23.05	20.15
1319038153.52	23.40	23.05	20.15
1319038154.62	23.40	23.05	20.07
1319038155.72	23.40	22.96	20.07
1319038156.81	23.40	23.05	20.07
1319038157.91	23.40	23.05	20.07
1319038159.00	23.40	23.05	20.07
1319038160.09	23.40	23.05	20.07
1319038161.19	23.40	23.05	20.07
1319038162.30	23.40	23.05	20.07
1319038163.39	23.40	22.96	20.07
1319038164.48	23.40	23.05	20.07
1319038165.58	23.40	23.05	20.07
1319038166.67	23.40	23.05	20.07
1319038167.77	23.40	23.05	20.07
1319038168.86	23.40	23.05	20.07
1319038169.97	23.40	23.05	19.98
1319038171.06	23.40	23.05	20.07
1319038172.16	23.40	23.05	20.07
1319038173.25	23.40	23.05	20.07
1319038174.34	23.40	23.05	19.98
1319038175.44	23.40	23.05	20.07
1319038176.53	23.40	23.05	20.07
1319038177.64	23.40	23.05	20.07
1319038178.73	23.40	22.96	20.07
1319038179.83	23.40	23.05	20.07
1319038180.92	23.40	23.05	19.98
1319038182.02	23.40	22.96	20.07
1319038183.11	23.40	23.05	19.98
1319038184.20	23.40	23.05	19.98
1319038185.31	23.40	22.96	19.98
1319038186.41	23.40	23.05	19.98
1319038187.50	23.40	22.96	19.98
1319038188.59	23.40	22.96	19.98
1319038189.69	23.40	23.05	19.98
1319038190.78	23.49	22.96	19.98
1319038191.87	23.40	23.05	19.98
1319038192.98	23.40	23.05	19.98
1319038194.08	23.40	23.05	19.98
1319038195.17	23.40	23.05	19.98
1319038196.27	23.40	23.05	19.89
1319038197.36	23.40	23.05	19.89
1319038198.45	23.40	22.96	19.98
1319038199.55	23.40	23.05	19.98
1319038200.66	23.40	23.05	19.98
1319038201.75	23.40	23.05	19.98
1319038202.84	23.40	23.05	19.89
1319038203.94	23.40	22.96	19.98
1319038205.03	23.40	22.96	19.98
1319038206.12	23.40	22.96	19.89
1319038207.22	23.40	23.05	19.98
1319038208.33	23.40	23.05	19.89
1319038209.42	23.40	23.05	19.89
1319038210.52	23.40	22.96	19.98
1319038211.61	23.40	22.96	19.89
1319038212.70	23.40	23.05	19.89
1319038213.80	23.40	23.05	19.89
1319038214.89	23.40	22.96	19.89
1319038216.00	23.40	22.96	19.89
1319038217.09	23.40	22.96	19.89
1319038218.19	23.40	23.05	19.89
1319038219.28	23.40	22.96	19.89
1319038220.37	23.40	22.96	19.89
1319038221.47	23.40	23.05	19.89
1319038222.56	23.40	22.96	19.89
1319038223.67	23.40	23.05	19.89
1319038224.77	23.40	23.05	19.89
1319038225.86	23.40	23.05	19.89
1319038226.95	23.40	22.96	19.89
1319038228.05	23.32	23.05	19.89
1319038229.14	23.40	22.96	19.89
1319038230.23	23.40	23.05	19.89
1319038231.34	23.40	22.96	19.89
1319038232.44	23.40	23.05	19.89
1319038233.53	23.40	22.96	19.89
1319038234.62	23.40	22.96	19.89
1319038235.72	23.40	22.96	19.89
1319038236.81	23.40	23.05	19.80
1319038237.91	23.40	22.96	19.89
1319038239.02	23.40	22.96	19.89
1319038240.11	23.40	22.96	19.89
1319038241.20	23.40	23.05	19.89
1319038242.30	23.40	22.96	19.89
1319038243.39	23.40	22.96	19.89
1319038244.48	23.40	22.96	19.89
1319038245.58	23.40	23.05	19.89
1319038246.69	23.40	22.96	19.89
1319038247.78	23.40	23.05	19.89
1319038248.87	23.40	23.05	19.89
1319038249.97	23.40	23.05	19.89
1319038251.06	23.40	23.05	19.89
1319038252.16	23.40	23.05	19.80
1319038253.25	23.40	23.05	19.80
1319038254.36	23.40	22.96	19.80
1319038255.45	23.40	23.05	19.80
1319038256.55	23.40	23.05	19.80
1319038257.64	23.40	23.05	19.80
1319038258.73	23.40	23.05	19.80
1319038259.83	23.40	23.05	19.80
1319038260.92	23.40	23.05	19.80
1319038262.03	23.40	23.05	19.80
1319038263.12	23.40	23.05	19.80
1319038264.22	23.40	23.05	19.80
1319038265.31	23.40	23.05	19.80
1319038266.41	23.40	23.05	19.80
1319038267.50	23.40	23.05	19.80
1319038268.59	23.40	23.05	19.80
1319038269.70	23.40	22.96	19.72
1319038270.80	23.40	23.05	19.72
1319038271.89	23.40	23.05	19.80
1319038272.98	23.40	23.05	19.80
1319038274.08	23.40	23.05	19.80
1319038275.17	23.40	22.96	19.80
1319038276.27	23.40	23.05	19.80
1319038277.37	23.40	23.05	19.72
1319038278.47	23.40	23.05	19.72
1319038279.56	23.40	23.05	19.80
1319038280.66	23.40	23.05	19.80
1319038281.75	23.40	23.05	19.72
1319038282.84	23.40	23.05	19.72
1319038283.94	23.40	23.05	19.72
1319038285.05	23.40	23.05	19.80
1319038286.14	23.40	23.05	19.72
1319038287.23	23.40	23.05	19.72
1319038288.33	23.40	23.05	19.72
1319038289.42	23.40	22.96	19.72
1319038290.52	23.40	23.05	19.72
1319038291.61	23.49	23.05	19.72
1319038292.72	23.40	23.05	19.80
1319038293.81	23.40	22.96	19.72
1319038294.91	23.40	22.96	19.72
1319038296.00	23.40	23.05	19.72
1319038297.09	23.40	22.96	19.72
1319038298.19	23.40	22.96	19.72
1319038299.28	23.40	22.96	19.72
1319038300.39	23.40	23.05	19.72
1319038301.48	23.40	23.05	19.72
1319038302.58	23.40	23.05	19.72
1319038303.67	23.40	22.96	19.72
1319038304.77	23.49	23.05	19.72
1319038305.86	23.40	23.05	19.72
1319038306.95	23.40	23.05	19.72
1319038308.06	23.40	23.05	19.63
1319038309.16	23.40	23.05	19.72
1319038310.25	23.40	23.05	19.72
1319038311.34	23.40	23.05	19.63
1319038312.44	23.40	22.96	19.63
1319038313.53	23.40	23.05	19.72
1319038314.62	23.40	23.05	19.72
1319038315.73	23.40	23.05	19.63
1319038316.83	23.40	23.05	19.63
1319038317.92	23.40	22.96	19.63
1319038319.02	23.40	23.05	19.72
1319038320.11	23.40	23.05	19.63
1319038321.20	23.40	23.05	19.63
1319038322.30	23.40	23.05	19.72
1319038323.41	23.40	23.05	19.63
1319038324.50	23.40	23.05	19.63
1319038325.59	23.40	23.05	19.63
1319038326.69	23.40	23.05	19.63
1319038327.78	23.40	23.05	19.63
1319038328.87	23.49	23.05	19.63
1319038329.97	23.40	23.05	19.63
1319038331.08	23.40	23.05	19.72
1319038332.17	23.40	23.05	19.63
1319038333.27	23.40	22.96	19.63
1319038334.36	23.40	22.96	19.63
1319038335.45	23.40	23.05	19.63
1319038336.55	23.40	23.05	19.63
1319038337.64	23.40	23.05	19.63
1319038338.75	23.40	23.05	19.54
1319038339.84	23.40	22.96	19.63
1319038340.94	23.49	23.05	19.54
1319038342.03	23.49	22.96	19.54
1319038343.12	23.40	23.05	19.63
1319038344.22	23.49	22.96	19.54
1319038345.31	23.40	23.05	19.63
1319038346.42	23.49	23.05	19.54
1319038347.52	23.40	22.96	19.54
1319038348.61	23.40	23.05	19.63
1319038349.70	23.40	23.05	19.63
1319038350.80	23.40	23.05	19.63
1319038351.89	23.40	22.96	19.54
1319038352.98	23.40	22.96	19.54
1319038354.09	23.40	22.96	19.54
1319038355.19	23.40	23.05	19.63
1319038356.28	23.40	23.05	19.63
1319038357.37	23.40	23.05	19.54
1319038358.47	23.49	23.05	19.54
1319038359.56	23.40	23.05	19.54
1319038360.66	23.40	23.05	19.54
1319038361.77	23.40	23.05	19.54
1319038362.86	23.40	23.05	19.54
1319038363.95	23.40	23.05	19.54
1319038365.05	23.40	22.96	19.54
1319038366.14	23.40	22.96	19.54
1319038367.23	23.40	23.05	19.54
1319038368.33	23.40	22.96	19.54
1319038369.44	23.49	22.96	19.54
1319038370.53	23.40	23.05	19.54
1319038371.62	23.40	22.96	19.54
1319038372.72	23.40	23.05	19.54
1319038373.81	23.40	22.96	19.54
1319038374.91	23.40	23.05	19.54
1319038376.00	23.40	23.05	19.54
1319038377.11	23.40	22.96	19.54
1319038378.20	23.40	23.05	19.54
1319038379.30	23.40	23.05	19.54
1319038380.39	23.40	22.96	19.45
1319038381.48	23.40	23.05	19.54
1319038382.58	23.49	22.96	19.54
1319038383.67	23.49	23.05	19.54
1319038384.78	23.49	23.05	19.54
1319038385.87	23.49	22.96	19.54
1319038386.97	23.40	23.05	19.54
1319038388.06	23.40	23.05	19.54
1319038389.16	23.49	23.05	19.54
1319038390.25	23.40	22.96	19.54
1319038391.34	23.40	23.05	19.54
1319038392.45	23.40	23.05	19.54
1319038393.55	23.40	23.05	19.54
1319038394.64	23.40	23.05	19.54
1319038395.73	23.40	22.96	19.54
1319038396.83	23.40	22.96	19.54
1319038397.92	23.40	22.96	19.54
1319038399.02	23.40	23.05	19.54
1319038400.12	23.40	22.96	19.54
1319038401.22	23.40	22.96	19.54
1319038402.31	23.49	23.05	19.54
1319038403.41	23.40	23.05	19.54
1319038404.50	23.40	22.96	19.54
1319038405.59	23.40	23.05	19.54
1319038406.69	23.40	22.96	19.54
1319038407.80	23.40	22.96	19.54
1319038408.89	23.40	22.96	19.45
1319038409.98	23.40	22.96	19.54
1319038411.08	23.40	23.05	19.54
1319038412.17	23.40	22.96	19.54
1319038413.27	23.40	23.05	19.45
1319038414.36	23.40	23.05	19.54
1319038415.47	23.40	22.96	19.45
1319038416.56	23.40	23.05	19.54
1319038417.66	23.40	23.05	19.54
1319038418.75	23.40	23.05	19.54
1319038419.84	23.40	23.05	19.54
1319038420.94	23.40	22.96	19.54
1319038422.05	23.40	23.05	19.54
1319038423.14	23.40	22.96	19.54
1319038424.23	23.40	22.96	19.45
1319038425.33	23.40	22.96	19.54
1319038426.42	23.40	22.96	19.54
1319038427.52	23.40	22.96	19.54
1319038428.61	23.40	23.05	19.54
1319038429.70	23.40	23.05	19.54
1319038430.81	23.40	23.05	19.54
1319038431.91	23.40	22.96	19.54
1319038433.00	23.40	23.05	19.54
1319038434.09	23.40	23.05	19.54
1319038435.19	23.40	23.05	19.54
1319038436.28	23.40	23.05	19.45
1319038437.37	23.40	23.05	19.54
1319038438.48	23.40	23.05	19.54
1319038439.58	23.40	23.05	19.54
1319038440.67	23.40	23.05	19.45
1319038441.77	23.40	23.05	19.45
1319038442.86	23.40	23.05	19.54
1319038443.95	23.40	23.05	19.45
1319038445.05	23.40	23.05	19.45
1319038446.16	23.40	22.96	19.45
1319038447.25	23.40	23.05	19.45
1319038448.34	23.40	23.05	19.54
1319038449.44	23.40	23.05	19.45
1319038450.53	23.40	23.05	19.45
1319038451.62	23.40	23.05	19.45
1319038452.72	23.40	23.05	19.45
1319038453.83	23.40	22.96	19.45
1319038454.92	23.40	23.05	19.45
1319038456.02	23.40	23.05	19.45
1319038457.11	23.40	23.05	19.45
1319038458.20	23.40	23.05	19.54
1319038459.30	23.40	23.05	19.45
1319038460.39	23.40	23.05	19.45
1319038461.50	23.40	22.96	19.54
1319038462.59	23.40	23.05	19.45
1319038463.69	23.40	23.05	19.45
1319038464.78	23.40	23.05	19.45
1319038465.87	23.40	23.05	19.45
1319038466.97	23.40	23.05	19.45
1319038468.06	23.40	23.05	19.45
1319038469.17	23.40	23.05	19.45
1319038470.27	23.40	23.05	19.45
1319038471.36	23.40	22.96	19.45
1319038472.45	23.40	23.05	19.45
1319038473.55	23.40	23.05	19.45
1319038474.64	23.40	23.05	19.45
1319038475.73	23.40	23.05	19.45
1319038476.84	23.40	23.05	19.45
1319038477.94	23.40	22.96	19.45
1319038479.03	23.40	23.05	19.45
1319038480.12	23.40	23.05	19.45
1319038481.22	23.40	23.05	19.45
1319038482.31	23.40	23.05	19.45
1319038483.41	23.40	23.05	19.45
1319038484.52	23.40	23.05	19.45
1319038485.61	23.40	22.96	19.45
1319038486.70	23.40	23.05	19.45
1319038487.80	23.40	23.05	19.45
1319038488.89	23.40	23.05	19.45
1319038489.98	23.40	23.05	19.45
1319038491.08	23.40	23.05	19.45
1319038492.19	23.40	22.96	19.45
1319038493.28	23.40	23.05	19.45
1319038494.37	23.40	23.05	19.45
1319038495.47	23.40	23.05	19.45
1319038496.56	23.49	23.05	19.45
1319038497.66	23.40	23.05	19.45
1319038498.75	23.40	23.05	19.45
1319038499.86	23.49	23.05	19.45
1319038500.95	23.40	23.05	19.45
1319038502.05	23.40	22.96	19.45
1319038503.14	23.40	23.05	19.45
1319038504.23	23.49	23.05	19.45
1319038505.33	23.49	23.05	19.45
1319038506.42	23.49	22.96	19.45
1319038507.53	23.49	23.05	19.54
1319038508.62	23.49	23.05	19.45
1319038509.72	23.49	23.05	19.54
1319038510.81	23.49	23.05	19.45
1319038511.91	23.49	22.96	19.45
1319038513.00	23.49	23.05	19.45
1319038514.09	23.49	23.05	19.54
1319038515.20	23.49	23.05	19.54
1319038516.30	23.40	23.05	19.54
1319038517.39	23.49	23.05	19.45
1319038518.48	23.49	23.05	19.45
1319038519.58	23.49	23.05	19.45
1319038520.67	23.49	23.05	19.54
1319038521.77	23.49	23.05	19.45
1319038522.87	23.49	23.05	19.45
1319038523.97	23.49	23.05	19.45
1319038525.06	23.49	23.05	19.45
1319038526.16	23.49	23.05	19.45
1319038527.25	23.49	23.05	19.45
1319038528.34	23.49	23.05	19.45
1319038529.44	23.49	23.05	19.54
1319038530.55	23.49	23.05	19.45
1319038531.64	23.49	23.05	19.54
1319038532.73	23.49	23.05	19.54
1319038533.83	23.49	23.05	19.54
1319038534.92	23.49	23.05	19.54
1319038536.02	23.49	23.05	19.54
1319038537.11	23.49	23.05	19.45
1319038538.22	23.58	23.05	19.54
1319038539.31	23.49	23.05	19.54
1319038540.41	23.49	23.05	19.54
1319038541.50	23.49	23.05	19.45
1319038542.59	23.49	23.05	19.45
1319038543.69	23.49	23.05	19.54
1319038544.78	23.49	23.05	19.54
1319038545.89	23.49	23.05	19.54
1319038546.98	23.49	23.05	19.54
1319038548.08	23.49	23.05	19.54
1319038549.17	23.49	23.05	19.54
1319038550.27	23.49	23.05	19.54
1319038551.36	23.49	23.14	19.54
1319038552.45	23.49	23.14	19.54
1319038553.56	23.49	23.05	19.54
1319038554.66	23.49	23.14	19.54
1319038555.75	23.49	23.05	19.54
1319038556.84	23.49	23.14	19.45
1319038557.94	23.49	23.14	19.54
1319038559.03	23.49	23.14	19.54
1319038560.14	23.49	23.14	19.45
1319038561.23	23.49	23.05	19.45
1319038562.33	23.49	23.14	19.54
1319038563.42	23.49	23.14	19.54
1319038564.53	23.49	23.14	19.54
1319038565.62	23.49	23.14	19.45
1319038566.72	23.49	23.05	19.45
1319038567.81	23.49	23.14	19.54
1319038568.91	23.49	23.14	19.45
1319038570.00	23.49	23.14	19.45
1319038571.09	23.49	23.14	19.45
1319038572.20	23.49	23.14	19.45
1319038573.30	23.49	23.14	19.45
1319038574.39	23.49	23.14	19.45
1319038575.48	23.49	23.14	19.45
1319038576.58	23.49	23.14	19.45
1319038577.67	23.49	23.14	19.54
1319038578.77	23.49	23.14	19.45
1319038579.87	23.49	23.14	19.45
1319038580.97	23.49	23.14	19.45
1319038582.06	23.49	23.14	19.45
1319038583.16	23.49	23.14	19.45
1319038584.25	23.49	23.14	19.45
1319038585.34	23.49	23.14	19.45
1319038586.44	23.49	23.14	19.45
1319038587.55	23.49	23.14	19.45
1319038588.64	23.49	23.23	19.45
1319038589.73	23.49	23.14	19.45
1319038590.83	23.49	23.14	19.45
1319038591.92	23.49	23.14	19.45
1319038593.02	23.49	23.14	19.45
1319038594.11	23.49	23.23	19.45
1319038595.22	23.49	23.14	19.45
1319038596.31	23.49	23.23	19.45
1319038597.41	23.49	23.14	19.45
1319038598.50	23.49	23.14	19.45
1319038599.59	23.49	23.14	19.45
1319038600.69	23.49	23.14	19.45
1319038601.78	23.49	23.14	19.45
1319038602.89	23.49	23.14	19.45
1319038603.98	23.49	23.14	19.45
1319038605.08	23.49	23.23	19.45
1319038606.17	23.49	23.14	19.45
1319038607.27	23.49	23.14	19.45
1319038608.36	23.49	23.14	19.45
1319038609.45	23.49	23.23	19.45
1319038610.56	23.49	23.23	19.45
1319038611.66	23.49	23.14	19.54
1319038612.75	23.49	23.23	19.45
1319038613.84	23.49	23.23	19.54
1319038614.94	23.49	23.23	19.54
1319038616.03	23.49	23.23	19.54
1319038617.12	23.58	23.14	19.63
1319038618.23	23.58	23.14	19.54
1319038619.33	23.58	23.23	19.54
1319038620.42	23.58	23.23	19.63
1319038621.52	23.49	23.23	19.63
1319038622.61	23.49	23.23	19.63
1319038623.70	23.49	23.23	19.63
1319038624.80	23.58	23.23	19.63
1319038625.91	23.58	23.23	19.63
1319038627.00	23.49	23.23	19.72
1319038628.09	23.58	23.23	19.72
1319038629.19	23.58	23.32	19.72
1319038630.28	23.49	23.23	19.72
1319038631.37	23.58	23.23	19.72
1319038632.47	23.58	23.23	19.72
1319038633.58	23.58	23.23	19.72
1319038634.67	23.49	23.32	19.72
1319038635.77	23.58	23.23	19.72
1319038636.86	23.58	23.32	19.72
1319038637.95	23.58	23.23	19.72
1319038639.05	23.58	23.23	19.72
1319038640.14	23.49	23.23	19.63
1319038641.25	23.58	23.23	19.63
1319038642.34	23.58	23.23	19.72
1319038643.44	23.58	23.23	19.72
1319038644.53	23.49	23.23	19.72
1319038645.62	23.58	23.32	19.72
1319038646.72	23.58	23.23	19.63
1319038647.81	23.58	23.32	19.63
1319038648.92	23.58	23.23	19.72
1319038650.02	23.58	23.32	19.63
1319038651.11	23.49	23.23	19.63
1319038652.20	23.58	23.23	19.72
1319038653.30	23.58	23.23	19.63
1319038654.39	23.49	23.23	19.63
1319038655.48	23.58	23.23	19.72
1319038656.59	23.58	23.23	19.63
1319038657.69	23.58	23.23	19.72
1319038658.78	23.58	23.23	19.63
1319038659.87	23.58	23.23	19.63
1319038660.97	23.58	23.32	19.63
1319038662.06	23.58	23.23	19.63
1319038663.16	23.58	23.23	19.63
1319038664.27	23.58	23.23	19.72
1319038665.36	23.58	23.23	19.72
1319038666.45	23.58	23.23	19.63
1319038667.55	23.58	23.23	19.63
1319038668.64	23.58	23.23	19.72
1319038669.73	23.58	23.32	19.63
1319038670.83	23.58	23.32	19.72
1319038671.94	23.58	23.32	19.63
1319038673.03	23.58	23.32	19.63
1319038674.12	23.58	23.32	19.63
1319038675.22	23.58	23.23	19.63
1319038676.31	23.49	23.32	19.72
1319038677.41	23.58	23.23	19.72
1319038678.50	23.49	23.32	19.72
1319038679.61	23.58	23.32	19.72
1319038680.70	23.58	23.23	19.63
1319038681.80	23.58	23.23	19.63
1319038682.89	23.58	23.23	19.63
1319038683.98	23.58	23.23	19.63
1319038685.08	23.58	23.23	19.63
1319038686.17	23.49	23.32	19.63
1319038687.28	23.58	23.23	19.72
1319038688.37	23.58	23.32	19.63
1319038689.47	23.58	23.23	19.63
1319038690.56	23.58	23.32	19.63
1319038691.66	23.49	23.32	19.72
1319038692.75	23.49	23.23	19.63
1319038693.84	23.58	23.32	19.63
1319038694.95	23.58	23.23	19.72
1319038696.05	23.58	23.32	19.63
1319038697.14	23.58	23.32	19.63
1319038698.23	23.49	23.23	19.63
1319038699.33	23.58	23.23	19.63
1319038700.42	23.58	23.32	19.63
1319038701.52	23.58	23.32	19.63
1319038702.62	23.49	23.32	19.63
1319038703.72	23.58	23.23	19.63
1319038704.81	23.49	23.23	19.63
1319038705.91	23.58	23.23	19.63
1319038707.00	23.49	23.32	19.63
1319038708.09	23.58	23.32	19.72
1319038709.19	23.58	23.23	19.63
1319038710.30	23.58	23.32	19.63
1319038711.39	23.58	23.32	19.63
1319038712.48	23.58	23.32	19.63
1319038713.58	23.49	23.32	19.63
1319038714.67	23.49	23.23	19.63
1319038715.77	23.58	23.23	19.63
1319038716.86	23.49	23.32	19.63
1319038717.97	23.49	23.32	19.63
1319038719.06	23.49	23.23	19.63
1319038720.16	23.58	23.23	19.63
1319038721.25	23.49	23.23	19.63
1319038722.34	23.49	23.23	19.63
1319038723.44	23.58	23.23	19.63
1319038724.53	23.49	23.32	19.63
1319038725.64	23.49	23.32	19.63
1319038726.73	23.49	23.23	19.63
1319038727.83	23.58	23.23	19.63
1319038728.92	23.49	23.32	19.63
1319038730.02	23.49	23.32	19.63
1319038731.11	23.49	23.32	19.63
1319038732.20	23.49	23.32	19.63
1319038733.31	23.49	23.32	19.63
1319038734.41	23.49	23.32	19.63
1319038735.50	23.49	23.32	19.63
1319038736.59	23.49	23.23	19.63
1319038737.69	23.49	23.32	19.63
1319038738.78	23.49	23.23	19.63
1319038739.87	23.49	23.23	19.63
1319038740.98	23.49	23.23	19.72
1319038742.08	23.49	23.23	19.63
1319038743.17	23.49	23.32	19.72
1319038744.27	23.49	23.23	19.63
1319038745.36	23.49	23.32	19.63
1319038746.45	23.49	23.23	19.63
1319038747.55	23.49	23.23	19.63
1319038748.66	23.49	23.32	19.63
1319038749.75	23.49	23.23	19.63
1319038750.84	23.49	23.32	19.63
1319038751.94	23.49	23.32	19.63
1319038753.03	23.49	23.32	19.63
1319038754.12	23.49	23.32	19.63
1319038755.22	23.49	23.32	19.63
1319038756.33	23.49	23.32	19.72
1319038757.42	23.49	23.32	19.63
1319038758.52	23.49	23.32	19.63
1319038759.61	23.49	23.32	19.72
1319038760.70	23.49	23.32	19.72
1319038761.80	23.49	23.32	19.63
1319038762.89	23.49	23.32	19.72
1319038764.00	23.49	23.32	19.63
1319038765.09	23.49	23.32	19.63
1319038766.19	23.49	23.32	19.63
1319038767.28	23.49	23.23	19.72
1319038768.37	23.49	23.32	19.63
1319038769.47	23.49	23.32	19.63
1319038770.56	23.49	23.32	19.63
1319038771.67	23.49	23.32	19.63
1319038772.77	23.49	23.32	19.63
1319038773.86	23.49	23.32	19.63
1319038774.95	23.49	23.32	19.63
1319038776.05	23.49	23.32	19.72
1319038777.14	23.49	23.32	19.63
1319038778.23	23.49	23.32	19.63
1319038779.34	23.49	23.32	19.72
1319038780.44	23.49	23.40	19.63
1319038781.53	23.49	23.32	19.63
1319038782.62	23.49	23.32	19.63
1319038783.72	23.49	23.32	19.63
1319038784.81	23.49	23.32	19.63
1319038785.91	23.49	23.32	19.63
1319038787.02	23.49	23.32	19.63
1319038788.11	23.49	23.32	19.63
1319038789.20	23.49	23.32	19.63
1319038790.30	23.49	23.32	19.63
1319038791.39	23.49	23.32	19.63
1319038792.48	23.49	23.32	19.63
1319038793.58	23.49	23.32	19.63
1319038794.69	23.49	23.32	19.63
1319038795.78	23.49	23.32	19.63
1319038796.87	23.49	23.32	19.63
1319038797.97	23.49	23.32	19.72
1319038799.06	23.49	23.32	19.63
1319038800.16	23.49	23.32	19.63
1319038801.25	23.49	23.32	19.63
1319038802.36	23.49	23.32	19.63
1319038803.45	23.49	23.40	19.63
1319038804.55	23.49	23.40	19.63
1319038805.64	23.49	23.40	19.72
1319038806.73	23.49	23.32	19.63
1319038807.83	23.49	23.32	19.63
1319038808.92	23.49	23.40	19.63
1319038810.03	23.49	23.40	19.63
1319038811.12	23.49	23.32	19.63
1319038812.22	23.49	23.40	19.63
1319038813.31	23.49	23.32	19.63
1319038814.41	23.49	23.32	19.63
1319038815.50	23.49	23.32	19.63
1319038816.59	23.49	23.40	19.63
1319038817.70	23.49	23.40	19.63
1319038818.80	23.49	23.32	19.72
1319038819.89	23.49	23.32	19.63
1319038820.98	23.49	23.32	19.63
1319038822.08	23.49	23.32	19.63
1319038823.17	23.49	23.32	19.63
1319038824.27	23.49	23.40	19.63
1319038825.37	23.49	23.40	19.63
1319038826.47	23.49	23.40	19.63
1319038827.56	23.49	23.40	19.72
1319038828.66	23.49	23.32	19.63
1319038829.75	23.49	23.40	19.72
1319038830.84	23.40	23.32	19.63
1319038831.94	23.49	23.32	19.63
1319038833.05	23.49	23.40	19.72
1319038834.14	23.49	23.40	19.63
1319038835.23	23.49	23.32	19.72
1319038836.33	23.49	23.32	19.72
1319038837.42	23.49	23.40	19.63
1319038838.52	23.49	23.32	19.72
1319038839.61	23.49	23.32	19.63
1319038840.72	23.49	23.32	19.63
1319038841.81	23.49	23.40	19.63
1319038842.91	23.40	23.40	19.72
1319038844.00	23.49	23.40	19.72
1319038845.09	23.49	23.40	19.63
1319038846.19	23.49	23.40	19.63
1319038847.28	23.49	23.40	19.63
1319038848.39	23.49	23.40	19.63
1319038849.48	23.49	23.40	19.63
1319038850.58	23.40	23.32	19.63
1319038851.67	23.49	23.40	19.63
1319038852.77	23.49	23.40	19.63
1319038853.86	23.49	23.40	19.63
1319038854.95	23.49	23.40	19.63
1319038856.06	23.49	23.40	19.72
1319038857.16	23.49	23.32	19.63
1319038858.25	23.40	23.32	19.63
1319038859.34	23.49	23.40	19.63
1319038860.44	23.40	23.40	19.63
1319038861.53	23.40	23.40	19.63
1319038862.62	23.49	23.40	19.63
1319038863.73	23.49	23.40	19.63
1319038864.83	23.40	23.40	19.63
1319038865.92	23.49	23.40	19.72
1319038867.02	23.49	23.32	19.72
1319038868.11	23.49	23.40	19.72
1319038869.20	23.49	23.40	19.72
1319038870.30	23.49	23.40	19.72
1319038871.41	23.49	23.32	19.72
1319038872.50	23.49	23.40	19.72
1319038873.59	23.49	23.40	19.72
1319038874.69	23.49	23.32	19.72
1319038875.78	23.49	23.32	19.72
1319038876.87	23.40	23.40	19.72
1319038877.97	23.49	23.40	19.80
1319038879.08	23.49	23.40	19.72
1319038880.17	23.49	23.40	19.80
1319038881.27	23.49	23.40	19.72
1319038882.36	23.49	23.40	19.72
1319038883.45	23.49	23.40	19.72
1319038884.55	23.49	23.40	19.72
1319038885.64	23.49	23.40	19.72
1319038886.75	23.49	23.40	19.80
1319038887.84	23.49	23.32	19.72
1319038888.94	23.49	23.40	19.72
1319038890.03	23.49	23.40	19.72
1319038891.12	23.49	23.40	19.72
1319038892.22	23.49	23.32	19.72
1319038893.31	23.49	23.40	19.72
1319038894.42	23.49	23.40	19.80
1319038895.52	23.40	23.40	19.72
1319038896.61	23.49	23.40	19.72
1319038897.70	23.49	23.40	19.72
1319038898.80	23.49	23.40	19.72
1319038899.89	23.49	23.40	19.72
1319038900.98	23.49	23.32	19.72
1319038902.09	23.49	23.40	19.72
1319038903.19	23.49	23.40	19.72
1319038904.28	23.49	23.40	19.72
1319038905.37	23.49	23.40	19.80
1319038906.47	23.49	23.40	19.72
1319038907.56	23.49	23.32	19.72
1319038908.66	23.49	23.40	19.72
1319038909.77	23.49	23.40	19.72
1319038910.86	23.49	23.32	19.72
1319038911.95	23.49	23.40	19.80
1319038913.05	23.49	23.40	19.72
1319038914.14	23.40	23.40	19.72
1319038915.23	23.40	23.40	19.72
1319038916.33	23.49	23.40	19.72
1319038917.44	23.49	23.40	19.72
1319038918.53	23.40	23.40	19.72
1319038919.62	23.49	23.32	19.72
1319038920.72	23.49	23.32	19.72
1319038921.81	23.40	23.40	19.72
