#
# T1: Room temperature
# T2: Pot top (water phase)
# T3: Pot bottom (rice phase)
# 
# time	T1	T2	T3
#-----------------------------------------------
1319037316.17	25.00	86.50	90.86
1319037317.27	24.91	86.50	90.86
1319037318.36	24.91	86.50	90.86
1319037319.47	24.91	86.50	90.86
1319037320.56	24.91	86.50	90.86
1319037321.66	24.91	86.50	90.86
1319037322.75	24.91	86.50	90.86
1319037323.84	24.91	86.50	90.86
1319037324.94	24.91	86.50	90.86
1319037326.03	24.91	86.50	90.86
1319037327.14	24.91	86.50	90.86
1319037328.23	24.91	86.50	90.86
1319037329.33	24.91	86.50	90.86
1319037330.42	24.91	86.50	90.44
1319037331.52	24.91	86.50	90.86
1319037332.61	24.91	86.50	90.86
1319037333.70	24.91	86.50	90.86
1319037334.81	24.91	86.13	90.86
1319037335.91	24.91	86.50	90.86
1319037337.00	24.91	86.13	90.44
1319037338.09	24.91	86.13	90.44
1319037339.19	24.91	86.13	90.44
1319037340.28	24.91	86.13	90.44
1319037341.37	24.91	86.13	90.44
1319037342.48	24.91	86.13	90.44
1319037343.58	24.91	86.13	90.44
1319037344.67	24.91	86.13	90.44
1319037345.77	24.91	86.13	90.44
1319037346.86	24.91	86.13	90.44
1319037347.95	24.91	86.13	90.44
1319037349.05	24.91	86.13	90.44
1319037350.16	24.91	86.13	90.44
1319037351.25	24.91	86.13	90.44
1319037352.34	24.91	86.13	90.44
1319037353.44	24.91	86.13	90.44
1319037354.53	24.91	86.13	90.44
1319037355.62	24.91	86.13	90.44
1319037356.72	24.91	86.13	90.44
1319037357.83	24.91	86.13	90.44
1319037358.92	24.91	86.13	90.44
1319037360.02	24.91	86.13	90.02
1319037361.11	25.00	85.77	90.02
1319037362.20	24.91	85.77	90.02
1319037363.30	25.00	85.77	90.02
1319037364.39	24.91	85.77	90.02
1319037365.50	24.91	85.77	90.02
1319037366.59	24.91	85.77	90.02
1319037367.69	24.91	85.77	90.02
1319037368.78	24.91	85.77	90.02
1319037369.87	24.91	85.77	90.02
1319037370.97	24.91	85.77	90.02
1319037372.06	24.91	85.77	90.02
1319037373.17	24.91	85.77	90.02
1319037374.27	24.91	85.77	90.02
1319037375.36	24.91	85.41	90.02
1319037376.45	24.91	85.77	90.02
1319037377.55	24.91	85.41	89.61
1319037378.64	24.91	85.41	90.02
1319037379.73	24.91	85.77	89.61
1319037380.84	24.91	85.41	90.02
1319037381.94	24.91	85.41	90.02
1319037383.03	24.91	85.41	89.61
1319037384.12	24.91	85.41	89.61
1319037385.22	24.91	85.41	89.61
1319037386.31	24.91	85.41	89.61
1319037387.41	24.91	85.41	89.61
1319037388.52	24.91	85.41	89.61
1319037389.61	24.91	85.41	89.61
1319037390.70	24.91	85.41	89.61
1319037391.80	24.91	85.41	89.61
1319037392.89	24.91	85.41	89.61
1319037393.98	24.91	85.41	89.61
1319037395.08	24.91	85.41	89.61
1319037396.19	24.91	85.41	89.61
1319037397.28	24.91	85.41	89.61
1319037398.37	24.82	85.41	89.61
1319037399.47	24.82	85.05	89.61
1319037400.56	24.91	85.41	89.61
1319037401.66	24.82	85.41	89.61
1319037402.75	24.82	85.41	89.61
1319037403.86	24.82	85.05	89.61
1319037404.95	24.82	85.41	89.21
1319037406.05	24.82	85.05	89.21
1319037407.14	24.91	85.05	89.61
1319037408.23	24.82	85.05	89.21
1319037409.33	24.82	85.05	89.21
1319037410.42	24.82	85.05	89.21
1319037411.53	24.82	85.05	89.21
1319037412.62	24.82	85.05	89.21
1319037413.72	24.82	85.05	89.21
1319037414.81	24.82	85.05	89.21
1319037415.91	24.82	85.05	89.21
1319037417.00	24.82	85.05	89.21
1319037418.09	24.82	85.05	89.21
1319037419.20	24.82	85.05	89.21
1319037420.30	24.82	85.05	89.21
1319037421.39	24.82	85.05	89.21
1319037422.48	24.82	85.05	89.21
1319037423.58	24.73	84.70	89.21
1319037424.67	24.82	85.05	89.21
1319037425.77	24.82	84.70	89.21
1319037426.87	24.82	85.05	88.81
1319037427.97	24.82	84.70	89.21
1319037429.06	24.73	84.70	89.21
1319037430.16	24.73	84.70	88.81
1319037431.25	24.73	84.70	88.81
1319037432.34	24.73	84.70	89.21
1319037433.44	24.73	84.70	89.21
1319037434.55	24.73	84.70	88.81
1319037435.64	24.73	84.70	88.81
1319037436.73	24.73	84.70	88.81
1319037437.83	24.73	84.70	88.81
1319037438.92	24.73	84.70	88.81
1319037440.02	24.73	84.70	88.81
1319037441.11	24.73	84.70	88.81
1319037442.22	24.64	84.70	88.81
1319037443.31	24.73	84.70	88.81
1319037444.41	24.64	84.70	88.81
1319037445.50	24.73	84.70	88.41
1319037446.59	24.73	84.70	88.81
1319037447.69	24.73	84.70	88.81
1319037448.78	24.64	84.70	88.41
1319037449.89	24.64	84.70	88.81
1319037450.98	24.64	84.35	88.41
1319037452.08	24.64	84.35	88.41
1319037453.17	24.64	84.01	87.63
1319037454.27	24.64	82.01	86.13
1319037455.36	24.64	79.22	85.05
1319037456.45	24.64	76.92	83.66
1319037457.56	24.64	74.78	82.33
1319037458.66	24.64	73.25	81.37
1319037459.75	24.64	72.03	80.43
1319037460.84	24.64	70.86	79.52
1319037461.94	24.56	69.72	78.63
1319037463.03	24.64	68.84	77.77
1319037464.12	24.56	67.76	77.20
1319037465.22	24.56	66.93	76.37
1319037466.33	24.56	66.11	75.83
1319037467.42	24.47	65.31	75.04
1319037468.52	24.56	64.73	74.52
1319037469.61	24.56	64.15	73.75
1319037470.70	24.47	63.40	73.01
1319037471.80	24.47	62.84	72.52
1319037472.91	24.56	62.11	72.03
1319037474.00	24.47	61.57	71.32
1319037475.09	24.47	61.05	70.63
1319037476.19	24.47	60.35	70.17
1319037477.28	24.47	59.84	69.50
1319037478.37	24.47	59.34	68.84
1319037479.47	24.47	58.67	68.40
1319037480.58	24.47	58.02	67.76
1319037481.67	24.47	57.70	67.34
1319037482.77	24.47	57.07	66.72
1319037483.86	24.47	56.60	66.31
1319037484.95	24.47	56.14	65.91
1319037486.05	24.47	55.68	65.31
1319037487.14	24.47	55.22	65.12
1319037488.25	24.47	54.78	64.53
1319037489.34	24.47	54.33	63.96
1319037490.44	24.47	53.90	63.58
1319037491.53	24.38	53.46	63.21
1319037492.62	24.38	53.18	62.84
1319037493.72	24.38	52.89	62.29
1319037494.81	24.38	52.33	61.93
1319037495.92	24.38	51.92	61.57
1319037497.02	24.38	51.50	61.05
1319037498.11	24.38	51.10	60.70
1319037499.20	24.38	50.83	60.35
1319037500.30	24.38	50.42	60.01
1319037501.39	24.38	50.03	59.67
1319037502.48	24.38	49.76	59.34
1319037503.59	24.38	49.37	59.00
1319037504.69	24.38	49.11	58.67
1319037505.78	24.38	48.73	58.18
1319037506.87	24.38	48.34	57.86
1319037507.97	24.38	48.09	57.54
1319037509.06	24.29	47.84	57.23
1319037510.16	24.29	47.59	56.91
1319037511.27	24.38	47.21	56.60
1319037512.36	24.29	46.97	56.14
1319037513.45	24.29	46.60	55.83
1319037514.55	24.29	46.36	55.53
1319037515.64	24.29	46.11	55.22
1319037516.73	24.29	45.87	54.93
1319037517.83	24.29	45.63	54.63
1319037518.94	24.29	45.27	54.33
1319037520.03	24.29	45.04	54.04
1319037521.12	24.29	44.80	53.75
1319037522.22	24.29	44.57	53.46
1319037523.31	24.29	44.22	53.18
1319037524.41	24.29	43.99	52.89
1319037525.50	24.29	43.76	52.61
1319037526.61	24.29	43.53	52.19
1319037527.70	24.29	43.30	52.05
1319037528.80	24.29	43.07	51.78
1319037529.89	24.29	42.84	51.50
1319037530.98	24.29	42.62	51.10
1319037532.08	24.20	42.28	50.83
1319037533.17	24.29	42.17	50.69
1319037534.28	24.29	41.95	50.42
1319037535.37	24.20	41.61	50.16
1319037536.47	24.20	41.39	49.89
1319037537.56	24.20	41.18	49.63
1319037538.66	24.20	41.07	49.37
1319037539.75	24.20	40.74	49.11
1319037540.84	24.20	40.52	48.85
1319037541.95	24.20	40.31	48.60
1319037543.05	24.20	40.20	48.34
1319037544.14	24.20	39.98	48.09
1319037545.23	24.20	39.77	47.96
1319037546.33	24.20	39.56	47.71
1319037547.42	24.20	39.35	47.46
1319037548.52	24.20	39.13	47.21
1319037549.62	24.20	38.92	46.97
1319037550.72	24.11	38.82	46.84
1319037551.81	24.11	38.61	46.60
1319037552.91	24.11	38.40	46.48
1319037554.00	24.20	38.19	46.23
1319037555.09	24.11	37.99	45.99
1319037556.19	24.20	37.88	45.87
1319037557.30	24.11	37.68	45.63
1319037558.39	24.11	37.47	45.39
1319037559.48	24.11	37.27	45.16
1319037560.58	24.11	37.16	45.04
1319037561.67	24.11	36.96	44.80
1319037562.77	24.11	36.86	44.57
1319037563.86	24.11	36.66	44.45
1319037564.97	24.11	36.45	44.22
1319037566.06	24.11	36.35	43.99
1319037567.16	24.11	36.25	43.87
1319037568.25	24.20	36.05	43.64
1319037569.34	24.11	35.95	43.41
1319037570.44	24.11	35.85	43.30
1319037571.53	24.11	35.65	43.07
1319037572.64	24.11	35.55	42.84
1319037573.73	24.11	35.35	42.73
1319037574.83	24.11	35.25	42.62
1319037575.92	24.11	35.06	42.28
1319037577.02	24.11	34.86	42.17
1319037578.11	24.11	34.76	42.06
1319037579.20	24.11	34.66	41.84
1319037580.31	24.11	34.46	41.73
1319037581.41	24.11	34.37	41.50
1319037582.50	24.11	34.27	41.28
1319037583.59	24.11	34.07	41.18
1319037584.69	24.11	33.98	40.96
1319037585.78	24.11	33.88	40.85
1319037586.87	24.11	33.69	40.63
1319037587.98	24.11	33.59	40.52
1319037589.08	24.11	33.39	40.41
1319037590.17	24.11	33.30	40.20
1319037591.27	24.11	33.20	40.09
1319037592.36	24.11	33.11	39.98
1319037593.45	24.11	33.01	39.77
1319037594.55	24.11	32.91	39.66
1319037595.66	24.11	32.82	39.45
1319037596.75	24.11	32.72	39.35
1319037597.84	24.11	32.53	39.13
1319037598.94	24.11	32.43	39.03
1319037600.03	24.02	32.34	38.92
1319037601.12	24.02	32.34	38.71
1319037602.22	24.11	32.15	38.61
1319037603.33	24.11	32.15	38.51
1319037604.42	24.11	31.96	38.30
1319037605.52	24.11	31.86	38.19
1319037606.61	24.02	31.77	37.99
1319037607.70	24.02	31.77	37.88
1319037608.80	24.02	31.58	37.78
1319037609.89	24.02	31.49	37.68
1319037611.00	24.02	31.39	37.57
1319037612.09	24.02	31.30	37.37
1319037613.19	24.02	31.20	37.27
1319037614.28	24.11	31.11	37.16
1319037615.37	24.11	31.02	37.06
1319037616.47	24.11	30.92	36.86
1319037617.56	24.02	30.83	36.76
1319037618.67	24.11	30.73	36.66
1319037619.77	24.02	30.64	36.45
1319037620.86	24.02	30.55	36.35
1319037621.95	24.02	30.45	36.25
1319037623.05	24.02	30.36	36.15
1319037624.14	24.02	30.27	36.05
1319037625.23	24.02	30.18	35.85
1319037626.34	24.02	30.08	35.85
1319037627.44	24.02	29.99	35.65
1319037628.53	24.02	29.99	35.55
1319037629.62	24.02	29.90	35.45
1319037630.72	24.02	29.80	35.35
1319037631.81	24.02	29.71	35.25
1319037632.91	24.02	29.62	35.25
1319037634.02	24.02	29.53	35.06
1319037635.11	24.02	29.53	34.96
1319037636.20	24.02	29.43	34.76
1319037637.30	24.02	29.43	34.76
1319037638.39	24.02	29.34	34.66
1319037639.48	24.02	29.25	34.56
1319037640.58	24.02	29.16	34.46
1319037641.69	24.02	29.16	34.37
1319037642.78	24.11	29.07	34.27
1319037643.87	24.02	28.97	34.17
1319037644.97	24.02	28.97	33.98
1319037646.06	24.02	28.79	33.98
1319037647.16	24.02	28.79	33.88
1319037648.25	23.93	28.70	33.78
1319037649.36	24.02	28.70	33.69
1319037650.45	24.02	28.61	33.59
1319037651.55	24.02	28.61	33.49
1319037652.64	23.93	28.52	33.30
1319037653.73	24.02	28.42	33.20
1319037654.83	24.02	28.42	33.11
1319037655.92	23.93	28.42	33.11
1319037657.03	23.93	28.24	32.91
1319037658.12	24.02	28.24	32.91
1319037659.22	23.93	28.24	32.72
1319037660.31	23.93	28.06	32.72
1319037661.41	23.93	28.06	32.53
1319037662.50	23.93	27.97	32.43
1319037663.59	23.93	27.97	32.43
1319037664.70	24.02	27.97	32.34
1319037665.80	23.93	27.88	32.24
1319037666.89	23.93	27.79	32.15
1319037667.98	23.93	27.70	32.15
1319037669.08	23.93	27.70	32.05
1319037670.17	23.93	27.70	31.86
1319037671.27	23.93	27.61	31.77
1319037672.37	23.93	27.51	31.77
1319037673.47	23.85	27.51	31.68
1319037674.56	23.85	27.51	31.58
1319037675.66	23.85	27.42	31.49
1319037676.75	23.85	27.33	31.39
1319037677.84	23.85	27.24	31.39
1319037678.94	23.85	27.24	31.20
1319037680.05	23.93	27.24	31.20
1319037681.14	23.85	27.15	31.02
1319037682.23	23.85	27.15	30.92
1319037683.33	23.85	27.15	30.92
1319037684.42	23.85	27.06	30.83
1319037685.52	23.85	26.97	30.73
1319037686.61	23.85	26.97	30.64
1319037687.72	23.85	26.88	30.64
1319037688.81	23.85	26.88	30.55
1319037689.91	23.85	26.79	30.45
1319037691.00	23.85	26.79	30.36
1319037692.09	23.85	26.79	30.27
1319037693.19	23.85	26.70	30.27
1319037694.28	23.85	26.70	30.08
1319037695.39	23.85	26.61	30.08
1319037696.48	23.85	26.52	29.99
1319037697.58	23.85	26.52	29.90
1319037698.67	23.85	26.52	29.90
1319037699.77	23.85	26.52	29.80
1319037700.86	23.85	26.52	29.71
1319037701.95	23.85	26.43	29.71
1319037703.06	23.85	26.43	29.53
1319037704.16	23.85	26.43	29.53
1319037705.25	23.85	26.34	29.43
1319037706.34	23.85	26.34	29.43
1319037707.44	23.76	26.25	29.34
1319037708.53	23.76	26.25	29.25
1319037709.62	23.76	26.25	29.16
1319037710.73	23.76	26.16	29.16
1319037711.83	23.76	26.16	29.07
1319037712.92	23.76	26.07	28.97
1319037714.02	23.76	26.07	28.97
1319037715.11	23.76	26.07	28.88
1319037716.20	23.76	25.98	28.79
1319037717.30	23.76	25.98	28.79
1319037718.41	23.76	25.89	28.70
1319037719.50	23.76	25.89	28.61
1319037720.59	23.76	25.89	28.52
1319037721.69	23.76	25.89	28.42
1319037722.78	23.76	25.80	28.42
1319037723.87	23.76	25.80	28.42
1319037724.97	23.76	25.80	28.33
1319037726.08	23.76	25.71	28.24
1319037727.17	23.76	25.71	28.24
1319037728.27	23.76	25.71	28.06
1319037729.36	23.76	25.71	28.06
1319037730.45	23.76	25.62	27.97
1319037731.55	23.76	25.62	27.97
1319037732.64	23.76	25.54	27.97
1319037733.75	23.76	25.62	27.88
1319037734.84	23.76	25.54	27.79
1319037735.94	23.67	25.54	27.70
1319037737.03	23.76	25.54	27.70
1319037738.12	23.76	25.54	27.70
1319037739.22	23.76	25.45	27.61
1319037740.31	23.76	25.45	27.51
1319037741.42	23.76	25.36	27.42
1319037742.52	23.76	25.36	27.42
1319037743.61	23.76	25.36	27.33
1319037744.70	23.67	25.36	27.33
1319037745.80	23.76	25.36	27.24
1319037746.89	23.67	25.27	27.24
1319037747.98	23.67	25.18	27.15
1319037749.09	23.67	25.18	27.15
1319037750.19	23.76	25.09	27.06
1319037751.28	23.67	25.09	26.97
1319037752.37	23.67	25.09	26.97
1319037753.47	23.76	25.00	26.88
1319037754.56	23.76	25.00	26.88
1319037755.66	23.67	25.00	26.79
1319037756.77	23.67	25.00	26.79
1319037757.86	23.67	25.00	26.70
1319037758.95	23.76	24.91	26.61
1319037760.05	23.67	24.91	26.61
1319037761.14	23.67	24.91	26.52
1319037762.23	23.67	24.91	26.52
1319037763.33	23.67	24.82	26.52
1319037764.44	23.76	24.82	26.43
1319037765.53	23.67	24.82	26.34
1319037766.62	23.67	24.82	26.34
1319037767.72	23.67	24.82	26.25
1319037768.81	23.67	24.82	26.25
1319037769.91	23.67	24.82	26.25
1319037771.00	23.67	24.73	26.25
1319037772.11	23.67	24.64	26.16
1319037773.20	23.67	24.73	26.07
1319037774.30	23.67	24.64	26.07
1319037775.39	23.67	24.73	25.98
1319037776.48	23.67	24.64	25.89
1319037777.58	23.67	24.64	25.89
1319037778.67	23.67	24.64	25.80
1319037779.78	23.67	24.64	25.80
1319037780.87	23.67	24.56	25.80
1319037781.97	23.67	24.56	25.71
1319037783.06	23.67	24.47	25.71
1319037784.16	23.67	24.56	25.62
1319037785.25	23.67	24.47	25.62
1319037786.34	23.67	24.47	25.54
1319037787.45	23.67	24.47	25.54
1319037788.55	23.67	24.47	25.54
1319037789.64	23.67	24.47	25.45
1319037790.73	23.67	24.47	25.45
1319037791.83	23.67	24.47	25.36
1319037792.92	23.67	24.38	25.36
1319037794.02	23.67	24.38	25.36
1319037795.12	23.67	24.38	25.18
1319037796.22	23.67	24.29	25.18
1319037797.31	23.67	24.29	25.09
1319037798.41	23.67	24.29	25.00
1319037799.50	23.67	24.29	25.00
1319037800.59	23.67	24.29	25.00
1319037801.69	23.67	24.29	24.91
1319037802.80	23.67	24.29	24.91
1319037803.89	23.67	24.20	24.82
1319037804.98	23.67	24.29	24.82
1319037806.08	23.67	24.20	24.73
1319037807.17	23.67	24.20	24.73
1319037808.27	23.67	24.20	24.73
1319037809.36	23.67	24.11	24.73
1319037810.47	23.67	24.20	24.64
1319037811.56	23.67	24.11	24.64
1319037812.66	23.67	24.11	24.56
1319037813.75	23.67	24.11	24.56
1319037814.84	23.67	24.11	24.56
1319037815.94	23.67	24.11	24.38
1319037817.03	23.67	24.11	24.47
1319037818.14	23.67	24.11	24.47
1319037819.23	23.58	24.11	24.38
1319037820.33	23.67	24.11	24.29
1319037821.42	23.67	24.11	24.29
1319037822.52	23.58	24.11	24.29
1319037823.61	23.58	24.11	24.20
1319037824.70	23.58	24.02	24.20
1319037825.81	23.67	24.02	24.11
1319037826.91	23.58	24.02	24.11
1319037828.00	23.58	24.02	24.11
1319037829.09	23.58	23.93	24.11
1319037830.19	23.58	23.93	24.02
1319037831.28	23.58	23.93	24.02
1319037832.37	23.58	23.93	23.93
1319037833.48	23.58	23.93	23.93
1319037834.58	23.58	23.93	23.93
1319037835.67	23.58	23.93	23.93
1319037836.77	23.58	23.93	23.93
1319037837.86	23.58	23.85	23.76
1319037838.95	23.58	23.85	23.76
1319037840.05	23.58	23.85	23.76
1319037841.16	23.58	23.85	23.76
1319037842.25	23.58	23.85	23.67
1319037843.34	23.58	23.85	23.67
1319037844.44	23.58	23.85	23.67
1319037845.53	23.58	23.76	23.67
1319037846.62	23.58	23.85	23.58
1319037847.72	23.58	23.76	23.58
1319037848.83	23.58	23.76	23.58
1319037849.92	23.58	23.76	23.58
1319037851.02	23.58	23.76	23.49
1319037852.11	23.58	23.76	23.49
1319037853.20	23.58	23.76	23.49
1319037854.30	23.58	23.76	23.40
1319037855.39	23.49	23.67	23.40
1319037856.50	23.58	23.67	23.40
1319037857.59	23.49	23.67	23.32
1319037858.69	23.58	23.76	23.32
1319037859.78	23.58	23.76	23.32
1319037860.87	23.58	23.67	23.32
1319037861.97	23.58	23.76	23.23
1319037863.06	23.58	23.67	23.23
1319037864.17	23.58	23.67	23.14
1319037865.27	23.49	23.67	23.14
1319037866.36	23.58	23.67	23.05
1319037867.45	23.49	23.67	23.05
1319037868.55	23.58	23.67	23.05
1319037869.64	23.58	23.67	22.96
1319037870.73	23.49	23.67	23.05
1319037871.84	23.58	23.67	22.96
1319037872.94	23.49	23.67	22.96
1319037874.03	23.58	23.67	22.96
1319037875.12	23.49	23.67	22.96
1319037876.22	23.49	23.67	22.87
1319037877.31	23.49	23.58	22.87
1319037878.41	23.49	23.67	22.87
1319037879.52	23.58	23.58	22.79
1319037880.61	23.58	23.58	22.87
1319037881.70	23.58	23.58	22.79
1319037882.80	23.49	23.58	22.79
1319037883.89	23.58	23.58	22.79
1319037884.98	23.49	23.58	22.70
1319037886.08	23.58	23.58	22.70
1319037887.19	23.49	23.58	22.70
1319037888.28	23.49	23.58	22.70
1319037889.37	23.49	23.58	22.70
1319037890.47	23.49	23.58	22.70
1319037891.56	23.49	23.49	22.61
1319037892.66	23.49	23.49	22.61
1319037893.75	23.58	23.58	22.52
1319037894.86	23.49	23.49	22.52
1319037895.95	23.58	23.49	22.52
1319037897.05	23.58	23.49	22.52
1319037898.14	23.58	23.49	22.43
1319037899.23	23.49	23.49	22.43
1319037900.33	23.49	23.49	22.43
1319037901.42	23.49	23.49	22.35
1319037902.53	23.49	23.49	22.35
1319037903.62	23.49	23.49	22.35
1319037904.72	23.49	23.49	22.26
1319037905.81	23.49	23.40	22.26
1319037906.91	23.49	23.49	22.26
1319037908.00	23.49	23.49	22.26
1319037909.09	23.49	23.49	22.26
1319037910.20	23.49	23.40	22.26
1319037911.30	23.49	23.40	22.26
1319037912.39	23.49	23.49	22.17
1319037913.48	23.49	23.49	22.17
1319037914.58	23.49	23.40	22.17
1319037915.67	23.49	23.40	22.17
1319037916.77	23.49	23.40	22.08
1319037917.87	23.49	23.40	22.08
1319037918.97	23.49	23.49	22.08
1319037920.06	23.49	23.40	22.08
1319037921.16	23.49	23.40	21.99
1319037922.25	23.49	23.40	21.99
1319037923.34	23.49	23.40	21.99
1319037924.44	23.49	23.40	21.99
1319037925.55	23.58	23.40	21.99
1319037926.64	23.49	23.40	21.99
1319037927.73	23.49	23.40	21.99
1319037928.83	23.49	23.40	21.99
1319037929.92	23.49	23.40	21.91
1319037931.02	23.49	23.40	21.99
1319037932.11	23.49	23.40	21.91
1319037933.22	23.49	23.40	21.82
1319037934.31	23.58	23.32	21.82
1319037935.41	23.49	23.40	21.82
1319037936.50	23.49	23.32	21.82
1319037937.59	23.49	23.40	21.82
1319037938.69	23.58	23.40	21.82
1319037939.78	23.49	23.40	21.73
1319037940.89	23.49	23.40	21.82
1319037941.98	23.49	23.40	21.73
1319037943.08	23.58	23.40	21.73
1319037944.17	23.49	23.32	21.64
1319037945.27	23.49	23.40	21.64
1319037946.36	23.49	23.32	21.73
1319037947.45	23.49	23.40	21.64
1319037948.56	23.58	23.32	21.64
1319037949.66	23.49	23.32	21.56
1319037950.75	23.49	23.32	21.64
1319037951.84	23.58	23.40	21.64
1319037952.94	23.49	23.40	21.64
1319037954.05	23.49	23.40	21.64
1319037955.14	23.49	23.40	21.64
1319037956.23	23.49	23.40	21.56
1319037957.33	23.49	23.32	21.64
1319037958.42	23.58	23.40	21.56
1319037959.53	23.58	23.40	21.56
1319037960.62	23.58	23.32	21.56
1319037961.72	23.49	23.32	21.56
1319037962.81	23.49	23.32	21.56
1319037963.91	23.49	23.40	21.56
1319037965.00	23.58	23.40	21.47
1319037966.09	23.58	23.32	21.47
1319037967.20	23.49	23.32	21.47
1319037968.30	23.49	23.32	21.47
1319037969.39	23.49	23.32	21.47
1319037970.48	23.49	23.32	21.47
1319037971.58	23.58	23.32	21.47
1319037972.67	23.58	23.32	21.38
1319037973.77	23.58	23.32	21.38
1319037974.87	23.49	23.32	21.38
1319037975.97	23.58	23.32	21.38
1319037977.06	23.49	23.32	21.38
1319037978.16	23.58	23.32	21.29
1319037979.25	23.49	23.32	21.29
1319037980.34	23.58	23.23	21.29
1319037981.44	23.49	23.23	21.29
1319037982.55	23.49	23.23	21.29
1319037983.64	23.49	23.32	21.29
1319037984.73	23.49	23.32	21.29
1319037985.83	23.58	23.23	21.29
1319037986.92	23.49	23.23	21.29
1319037988.02	23.58	23.23	21.29
1319037989.11	23.49	23.23	21.29
1319037990.22	23.58	23.23	21.29
1319037991.31	23.49	23.23	21.29
1319037992.41	23.58	23.23	21.20
1319037993.50	23.49	23.23	21.20
1319037994.59	23.49	23.23	21.20
1319037995.69	23.58	23.23	21.12
1319037996.78	23.49	23.23	21.12
1319037997.89	23.58	23.23	21.12
1319037998.98	23.49	23.23	21.12
1319038000.08	23.49	23.23	21.12
1319038001.17	23.49	23.32	21.12
1319038002.27	23.49	23.23	21.12
1319038003.36	23.58	23.23	21.12
1319038004.45	23.49	23.23	21.12
1319038005.56	23.49	23.23	21.12
1319038006.66	23.49	23.23	21.03
1319038007.75	23.49	23.23	21.03
1319038008.84	23.49	23.23	20.94
1319038009.94	23.49	23.23	20.94
1319038011.03	23.49	23.14	20.94
1319038012.12	23.49	23.23	20.94
1319038013.23	23.49	23.23	20.94
1319038014.33	23.49	23.23	20.94
1319038015.42	23.49	23.23	20.94
1319038016.52	23.49	23.23	20.94
1319038017.61	23.49	23.23	20.94
1319038018.70	23.49	23.14	20.85
1319038019.80	23.49	23.14	20.94
1319038020.91	23.49	23.14	20.85
1319038022.00	23.49	23.23	20.85
1319038023.09	23.49	23.23	20.85
1319038024.19	23.49	23.23	20.94
1319038025.28	23.49	23.14	20.85
1319038026.37	23.49	23.14	20.85
1319038027.47	23.49	23.14	20.85
1319038028.58	23.40	23.14	20.85
1319038029.67	23.49	23.23	20.85
1319038030.77	23.49	23.14	20.85
1319038031.86	23.49	23.14	20.85
1319038032.95	23.49	23.14	20.77
1319038034.05	23.49	23.14	20.85
1319038035.14	23.49	23.14	20.77
1319038036.25	23.40	23.14	20.77
1319038037.34	23.49	23.14	20.77
1319038038.44	23.49	23.14	20.77
1319038039.53	23.49	23.14	20.77
1319038040.62	23.49	23.14	20.77
1319038041.72	23.49	23.14	20.77
1319038042.81	23.49	23.14	20.68
1319038043.92	23.49	23.14	20.77
1319038045.02	23.49	23.14	20.68
1319038046.11	23.49	23.14	20.77
1319038047.20	23.49	23.14	20.68
1319038048.30	23.49	23.14	20.68
1319038049.39	23.49	23.14	20.68
1319038050.48	23.49	23.14	20.68
1319038051.59	23.49	23.14	20.68
1319038052.69	23.49	23.14	20.68
1319038053.78	23.49	23.14	20.59
1319038054.87	23.49	23.05	20.59
1319038055.97	23.49	23.14	20.68
1319038057.06	23.49	23.14	20.59
1319038058.16	23.49	23.14	20.59
1319038059.27	23.49	23.14	20.68
1319038060.36	23.49	23.14	20.59
1319038061.45	23.49	23.14	20.59
1319038062.55	23.49	23.14	20.59
1319038063.64	23.49	23.05	20.59
1319038064.73	23.49	23.14	20.59
1319038065.83	23.49	23.05	20.59
1319038066.94	23.49	23.14	20.59
1319038068.03	23.49	23.05	20.59
1319038069.12	23.49	23.14	20.59
1319038070.23	23.49	23.14	20.59
1319038071.33	23.49	23.05	20.59
1319038072.42	23.49	23.05	20.59
1319038073.52	23.49	23.14	20.59
1319038074.61	23.49	23.14	20.59
1319038075.70	23.49	23.14	20.59
1319038076.80	23.49	23.14	20.50
1319038077.91	23.49	23.14	20.50
1319038079.00	23.49	23.05	20.59
1319038080.09	23.49	23.05	20.50
1319038081.19	23.49	23.14	20.50
1319038082.28	23.49	23.05	20.50
1319038083.37	23.49	23.14	20.50
1319038084.47	23.49	23.05	20.50
1319038085.58	23.49	23.14	20.50
1319038086.67	23.49	23.05	20.42
1319038087.77	23.49	23.05	20.50
1319038088.86	23.40	23.05	20.42
1319038089.95	23.49	23.05	20.42
1319038091.05	23.49	23.05	20.42
1319038092.14	23.40	23.14	20.42
1319038093.25	23.49	23.05	20.42
1319038094.34	23.49	23.05	20.42
1319038095.44	23.49	23.05	20.42
1319038096.53	23.49	23.05	20.42
1319038097.62	23.49	23.14	20.42
1319038098.72	23.49	23.05	20.33
1319038099.81	23.40	23.05	20.33
1319038100.92	23.40	23.05	20.33
1319038102.02	23.49	23.05	20.42
1319038103.11	23.40	23.05	20.33
1319038104.20	23.49	23.05	20.42
1319038105.30	23.40	23.05	20.33
1319038106.39	23.40	23.05	20.33
1319038107.48	23.40	23.05	20.33
1319038108.59	23.49	23.05	20.33
1319038109.69	23.40	23.05	20.33
1319038110.78	23.40	23.05	20.24
1319038111.87	23.49	23.05	20.33
1319038112.97	23.40	23.05	20.33
1319038114.06	23.40	23.05	20.24
1319038115.16	23.40	23.05	20.24
1319038116.27	23.40	23.05	20.24
1319038117.36	23.40	23.05	20.24
1319038118.45	23.40	23.05	20.24
