

# MBUG-2820-000000
# Start recording at 1424308073.80
# timestamp	temp	humidity
1424308073.80	23.53	24.87
1424308075.80	23.53	24.85
1424308077.80	23.53	24.85
1424308079.80	23.53	24.83
1424308081.80	23.53	24.83
1424308083.80	23.53	24.83
1424308085.80	23.53	24.81
1424308087.80	23.53	24.83
1424308089.80	23.53	24.85
1424308091.80	23.53	24.85
